user_id,age,signup_days_ago,stated_favorite_genres,affinity_Action,affinity_Comedy,affinity_Action-Comedy,affinity_Crime,affinity_Spy-Thriller,affinity_Sci-Fi,affinity_Drama,affinity_Romance,affinity_Horror,affinity_Animation,affinity_Thriller,affinity_Mystery,affinity_Fantasy,affinity_Documentary
27,42,404,Romance|Documentary|Action-Comedy,0.11123942390736327,0.0006007265947142283,0.18547044004656751,0.0005348066427588199,0.08039808002750698,0.016602209576001132,0.018170661939771997,0.34566411827998034,0.0029136317309411677,0.016547267196213744,0.0018167856872873956,0.011395129288044495,0.0005223368570293568,0.20812438222581953
28,36,1168,Crime|Romance|Drama,0.0026482319445355405,0.026737478384165188,7.722177911636767e-05,0.5025163634456455,0.03077252768513073,0.005700581140715223,0.10592236375324625,0.2586728298873417,0.0002461418824879923,0.009107276848816088,0.0005214605634232767,0.05326708022392266,0.0019783182786758773,0.0018321241827775863
29,64,869,Mystery|Romance|Action-Comedy,0.1271523973817635,0.020869015378369198,0.14419419599451364,0.004833652740360103,0.0012565924254773926,0.000793624896831082,0.007402703492684244,0.24596579713719202,0.016667044794370395,0.007642493186344904,0.0025948051734262434,0.3219587635684934,0.047911834703344904,0.05075707912682909
30,30,1278,Comedy|Documentary|Fantasy,0.000972296503714557,0.39079226524802013,0.035316105605494905,0.0049770909768533786,0.0007530497568871415,0.009045783529248508,0.022753474126211818,0.08153861328807469,0.001410063219244871,0.0105075145498836,0.010585914616768284,0.047343730730494395,0.1072954048546334,0.2767086929944703
31,68,1124,Fantasy|Spy-Thriller|Mystery,3.290287433850732e-08,0.00012327207925959868,0.0007682599085573168,0.04106028551469685,0.22583196759911348,0.06291358627007333,0.046318435741192536,0.019744121279752995,0.008833024374059412,0.0502326842017241,4.1763466291357997e-05,0.17265804811685323,0.3046327497975568,0.06684176874799451
32,49,1220,Comedy|Romance|Action,0.10773598420153596,0.34604198697587374,0.0773111534230295,0.02414862703211026,0.001273759327696543,0.08459456189449713,0.013825757211081926,0.1448989580961553,0.006857435215205354,0.0013656793745746535,0.0016242770080328124,0.087387689952168,0.004188011924301885,0.09874611836373694
33,52,579,Thriller|Animation|Spy-Thriller,0.003437458598535827,0.006080957581789092,0.010560935094345827,8.598879277231435e-06,0.12258075347148435,0.013732499256411155,0.10538839836593746,0.03341359186347352,0.0030818976622273564,0.18770843875685303,0.4321342238455951,0.06216844952377648,0.016745899714042244,0.0029578973862513704
34,48,353,Animation|Fantasy|Sci-Fi,0.005042070747334346,0.016079747981260564,0.11826174641385863,0.0017206628498002436,0.009786655983067327,0.13648112374808088,0.09347792179214658,0.014197176649275884,0.017366189506474606,0.2957680159677213,0.00019121548805668036,0.10222095120305304,0.18878148463423433,0.000625037035635654
35,19,70,Romance|Animation|Action-Comedy,0.043156538585565424,0.06561638250621431,0.1291229265483924,0.00103396736746754,0.05341571419734166,0.00022168545704730688,0.02744099178044786,0.3229445257137404,0.04143764142350324,0.2026029635087811,0.06254574076829347,0.002904975473000307,0.0010584722694233714,0.04649747440078152
36,69,786,Action-Comedy|Fantasy|Drama,0.07648618313052362,0.0025386355903955155,0.23183914754118387,0.04679250325857478,0.0005750129318739397,0.11377621576656782,0.1224010788713279,0.12112275867263851,0.01801602410195146,0.004349690227005588,0.0010699680302211699,0.0028635137788654745,0.1812516470020865,0.07691762109678392
37,50,1789,Action|Comedy|Sci-Fi,0.2489854244712422,0.2448799251622084,0.004866842833227975,0.009545934236457427,0.05129884271875354,0.18145303788009762,2.4465608037498982e-05,0.05962933257738864,0.0073360802097960035,0.12194241665171739,0.05013010967312006,0.008099673659334007,0.011807906409210707,7.909408475481135e-09
38,41,1239,Comedy|Sci-Fi|Action,0.12500640290312287,0.48581481212434613,0.05757312046478146,0.00031771861786264243,0.09667482274576436,0.14488242097059195,0.0011397280551986198,0.042772156742301566,0.002451025441034098,0.021390203011199316,0.00026437769986635426,0.01328365213865626,0.007037897296062029,0.0013916617892123782
39,58,783,Documentary|Thriller|Comedy,0.0011447521892570067,0.12412591677182985,0.04422597667273202,0.013159470762622418,0.05568856302665891,0.002638683850469712,0.038686099243025796,0.021953275431743764,0.0012928830302034325,0.0036153697321227338,0.24180087978385498,0.016975955406581495,0.026951811434419267,0.40774036266447855
40,18,54,Thriller|Mystery|Documentary,0.010262859164389007,0.04010125247174998,0.059167962188980704,0.009609766965178524,0.014549352443072565,0.0018539269563075185,0.015579615131065642,0.039178867351251534,0.005546621142490628,0.06190957264192732,0.38085067219047514,0.2961977404046034,2.391858287285492e-07,0.06519155176267927
41,67,1589,Animation|Drama|Action,0.15964170630276958,0.051972425676554364,6.633466318020375e-07,0.018827538873872132,0.025445075406390214,0.011374656041184943,0.1878568151455553,0.06310375369642383,0.0045634277943916194,0.3590393389869677,0.0009729699376830655,0.04822143903635013,0.03524317111169318,0.03373701864353221
42,35,858,Thriller|Documentary|Action,0.15765663358428708,0.00886200478937741,1.5497470944469878e-05,0.025504130213176247,0.0018799643831811303,0.01517615335940944,5.6079024939549344e-05,0.03433781228538486,0.0012690307393180952,0.012103638081208052,0.41191486648519177,0.13224381308885125,0.00032265101191238435,0.19865772548281824
43,41,913,Action-Comedy|Comedy|Fantasy,0.04737298838947204,0.15675674279937482,0.21843890816863992,0.0005046655849994962,0.09466071429179052,0.022312399439949355,0.025863299074905147,0.0016638308129298682,0.11799654963608956,0.09190832345147927,0.0006121025592330155,0.023453359159106967,0.1512960399373191,0.047160076694710985
44,38,876,Fantasy|Mystery|Horror,0.02496507456707301,0.025807918187395303,0.00044901728230643844,0.03576178315170436,0.002650128129365321,0.051406096206642146,0.00014387932634781785,0.00027158277533160526,0.06559396609189821,0.05692234180865634,0.0049268490806949235,0.08085764923052247,0.6495792461331176,0.0006644680289445375
45,41,1276,Action|Fantasy|Documentary,0.42658093386745427,0.11318070017587795,0.0026342669102015336,0.06452204711404678,0.0006954911388243718,0.035870277843252606,0.023229740346549156,0.029114920263925266,0.00021282708075965766,0.004574575982946614,0.00010740918643607625,0.027772250397711997,0.1514472302455174,0.12005732944649623
46,23,1416,Animation|Documentary|Action,0.17467149581538102,0.012164768313826927,0.0648892553146007,0.014300545311874913,0.1319825848781807,0.08795684595083049,0.0036793250405967627,0.0010632563297154898,0.053293018857979046,0.23363042889875754,0.0006962759575781658,0.001599392403513116,0.007818715890666003,0.21225409103649884
47,66,739,Mystery|Drama|Spy-Thriller,0.005442985614963412,0.06708284444641813,0.01656672203201769,0.002449008817533545,0.18759254003945722,0.06803977810902584,0.23121595261061437,0.057003355267645925,0.012051801002114568,0.005534716163882157,0.04078530957226671,0.23570698976427268,0.01647215843150151,0.054055838128286474
48,39,689,Comedy|Mystery|Crime,0.0037721913146274697,0.2672079532611064,0.04667127390155493,0.1832695427134471,0.09576903583253121,0.00026157794840067026,0.0219320296992065,0.014766535582496784,0.031585951736837016,0.0005425897733238236,0.09660333364686363,0.1834478625721459,0.014255326663040541,0.03991479535441814
49,21,791,Drama|Documentary|Animation,0.0042728176890189555,0.00029068102942675725,0.03705173351612453,0.0046379870320002025,0.012965915955192182,0.0026400976937026133,0.28200487333656776,0.01441977376316842,0.01295194791886146,0.22677601884918727,0.031660142800354056,0.08867042148046529,0.007096081554800188,0.27456150738113044
50,44,804,Drama|Crime|Mystery,0.08991201592825977,0.0025653266623463936,0.01782448968234968,0.17615436661492212,0.06847102515462945,0.018020160672567488,0.29553177832209176,0.08252524473565302,0.0004950421264172866,0.0029823077498983158,0.11669379194583762,0.12120125914906732,0.006513840097007728,0.0011093511589520683
51,32,1006,Crime|Thriller|Spy-Thriller,0.0032365895705174634,0.0014273374931414967,0.08862752540421473,0.2273741974318739,0.13123922798444246,7.764843816624287e-05,0.006993995098820002,0.07845891761169492,0.08763636215027013,0.06694755072651136,0.16042298331092006,0.07260712011246762,0.07430578392798166,0.0006447607389780051
52,69,1424,Spy-Thriller|Horror|Crime,0.03162041897437541,0.017096869092185527,0.0897701547216583,0.12224671728500329,0.29426704438233564,0.012813179600177698,0.026942366268019293,0.0004696146296253833,0.2049008756195845,0.11728161258754152,0.008683906690389851,0.011475098806722116,0.06241585294106017,1.6288401321584912e-05
53,64,1623,Animation|Action-Comedy|Horror,0.03885403507438384,0.00011673472700025206,0.17752898803883177,0.01612834904927334,9.517874774961058e-05,0.005490025678602957,0.08807223746303117,0.0035311228109561844,0.10471765679263399,0.45399137561099684,0.05283437499700538,0.033585001413761965,0.022083030338021264,0.0029718892577514093
54,59,493,Action-Comedy|Thriller|Animation,0.023134843223413068,0.0023917126186752684,0.4703689811872985,0.020362416132064985,0.006608808997838291,0.0016010490239697966,0.002048026062945875,0.0821240925320261,0.10175102519114289,0.10511283261292699,0.1470237229629615,0.022560125931648002,0.003799669852355386,0.011112693670733228
55,60,474,Action|Animation|Spy-Thriller,0.2592184503887908,0.11290701247816808,0.0004693355932115412,0.014621901468924094,0.11439111711930686,0.01316535904315201,0.012594494060690244,0.08513816002078367,0.0857500585746024,0.11686018892852248,0.11113872148786502,0.037169290238476003,0.0006165928946689206,0.035959317702837904
56,72,335,Crime|Drama|Action,0.13100582703831096,0.08852566086388644,0.026804514114207978,0.2853846135652743,0.030936425324107144,0.02907370896307138,0.2671753607542123,0.022850308053380508,0.020747000251690895,0.0033362888185137535,1.1712563207217886e-09,0.09270866728917677,2.8213417393889592e-05,0.0014234103755173552
57,17,1121,Crime|Horror|Thriller,0.04853557159554607,0.05175182358835729,0.09009317156860383,0.23449032790903263,0.08845872488011298,0.006858138985354448,0.005511460343762432,0.0313305389653724,0.16339686798242112,0.002919053216744051,0.13648096636156087,0.01995579378074457,0.11114637671226854,0.009071184110118756
58,55,300,Documentary|Spy-Thriller|Animation,0.03458662360985512,0.020281911407929745,0.01223210880572161,0.0010991034471540986,0.18739703179344808,0.004718528110478615,0.010716627394992741,0.06741512377526895,0.0002046412873714436,0.18523608290583984,0.054562279593069925,0.13939814325152414,2.425072941277432e-06,0.2821493695444044
59,44,25,Action-Comedy|Documentary|Romance,0.0029177803381113475,0.07665204572885395,0.4042708507226803,0.007784318661505857,0.01222315111596603,7.13609528301756e-05,0.020138936957170346,0.12069193614676774,0.0005338168595379648,0.044563988842695704,5.884764972339114e-05,0.02198924470884885,0.0020669135059313876,0.28603680780937696
60,49,1237,Comedy|Fantasy|Documentary,0.0779620618111002,0.19958649895596134,0.12957173958188178,0.03923713656399894,0.03270943170618784,0.0692578864462666,0.0659277490200086,0.020296234604806895,0.007204681747503052,0.001689983120290648,0.019390812572206418,0.06735562457418418,0.13853964514487246,0.13127051415073104
61,60,218,Romance|Action|Action-Comedy,0.14256733248115094,0.0029987566290832456,0.13090548357932713,0.0004616035623157923,0.022138850956930543,0.06645836270415018,0.04536031341814527,0.4313429162789648,0.0025724564052363253,0.01498159262579429,0.04402285730550566,0.06703634945922994,6.262446576258195e-05,0.029090500128403092
62,58,1890,Comedy|Horror|Drama,1.0972643911303322e-05,0.376779704906336,0.1009228997556845,3.468168519373171e-05,0.03438849825704572,0.0015686012400757047,0.13812118262090636,0.021319427192901134,0.15746074614485758,0.0650346492865713,0.004062485736214147,0.06783629648233076,0.029405477944780448,0.0030543761031913514
63,19,1705,Action-Comedy|Sci-Fi|Drama,0.009587213053858807,0.0006520874550671612,0.5049850281751928,0.047590116639157236,0.035405679630988535,0.267955118215926,0.05400535868130304,0.003952449417866604,4.4782222579290494e-05,0.0047188568788622525,0.0036845927869688395,0.009378141562019661,0.01891892506733577,0.039121650212873914
64,38,770,Animation|Action|Spy-Thriller,0.25540745826012196,5.345346103531644e-05,0.0009636077126870594,0.09679544494195018,0.1336789562618508,0.05106455837251846,0.08213980683978818,0.0019072238350604114,0.03700116127750445,0.3329430568824935,5.5467042264261944e-05,0.005041297411067464,3.4745946035217144e-05,0.002913761755622843
65,15,1758,Drama|Thriller|Romance,0.01695309075659031,0.0006110608789649842,0.004652832901207162,0.04573762747328012,0.014062354308477482,0.15068372412022787,0.34918674064117416,0.1523676848509432,0.013388152706396556,0.0006925989416818401,0.15505322056474338,0.07136230651134384,0.0007594446681513171,0.024489160676817834
66,29,118,Romance|Horror|Fantasy,0.0036022626017448837,0.011226533891959484,0.016969220673090816,0.003185666158360641,0.0008511135846997417,0.022826235156568498,0.07868492340473955,0.3230796119147991,0.3094875398760083,0.0007216238664767248,0.0011292258576657995,0.024724597562572354,0.18087915315762873,0.022632292293685526
67,47,1796,Mystery|Animation|Spy-Thriller,0.03587415884395173,0.00015381152612504068,0.004412469174483226,0.0006298105668990086,0.17774327515063607,0.007712405778472284,0.06112790526740572,0.0012535086858942843,0.14925482630595843,0.22937177861384467,0.000569816574287595,0.3076355494054293,0.00975809954306688,0.014502584563545714
68,31,1044,Crime|Spy-Thriller|Fantasy,0.0057673284363714255,0.0002087185128658556,0.06265010695848884,0.43716124351822006,0.21117367018707606,0.010357980636193018,0.03776929330364558,0.00016165395786006906,0.005838267112047447,0.003074657172318848,0.05579382322827268,0.012520098927252246,0.11027228568575026,0.0472508723636379
69,18,400,Action|Documentary|Horror,0.2024305936266857,0.0001081692549189792,0.055544189162443545,0.018416981988443097,0.0719176687468464,0.0625661668394082,0.040794238498346444,0.07304692439017013,0.14510712518948546,0.13634543543733374,0.014820446870651307,0.008664390323969581,0.0024442769731265034,0.16779339269817098
70,64,993,Thriller|Drama|Sci-Fi,0.01301205027027306,0.12655443884215006,0.014784178093888649,8.747270747689432e-05,0.00010909813900920442,0.14018762661175246,0.16050109893567174,0.046389807932767056,0.01691407125599482,0.034379867905486944,0.39692057303888684,0.025851731527116423,0.020723304652334868,0.003584680087190965
71,46,1707,Fantasy|Drama|Crime,0.0006727113385927439,0.0010579868413335596,0.010122936622253966,0.10140695161160869,0.05047645224770765,0.004142416948645542,0.23894557715961642,0.04811102295955644,0.0007283173763372752,0.0007282704342046189,0.02580508952588952,0.0006582489197191641,0.5170936152293796,5.040278515485746e-05
72,20,95,Thriller|Fantasy|Spy-Thriller,0.007940704462667144,0.03529444707881447,0.049728629383143576,0.04691717201460842,0.10981774395597665,0.010586650561005039,0.02420946740861321,0.04322157900224327,0.015346851811590572,0.023957023664336233,0.341053537780174,0.0019480060221409674,0.287359238810619,0.002618948044067406
73,73,1055,Mystery|Horror|Romance,0.10316896301975889,7.499390056786475e-05,0.00024329701250291817,0.09992593144942268,2.197380660243243e-06,0.0027470026484433968,0.04037554781153914,0.12127457595067812,0.2363115969763144,0.0053432043598256145,0.008477778979326007,0.3441783290706151,0.03721397697742687,0.000662604462918732
74,65,1166,Crime|Drama|Action-Comedy,0.00026349443474978925,0.001207036317878188,0.13340157682133186,0.3210586004751389,0.00027585194149157266,0.07127835142326343,0.19058944006041395,0.05883101328422758,0.09547792248931736,0.05916919047975308,0.028252531556998084,0.0041218320334905885,0.03595385182587891,0.00011930685606659818
75,69,1888,Thriller|Action-Comedy|Romance,0.061679012284457234,0.11202980641380304,0.16064670334381315,0.04987171608078621,0.000766960109505874,0.04756007437606169,0.06356251542903059,0.11981354557302036,0.06387993628728691,0.015706615394773086,0.25463985669594236,0.04585498470823693,0.00013413200942538085,0.0038541412938570335
76,56,466,Thriller|Drama|Romance,0.029164926973095605,0.0005847968905989208,0.12703916925816092,0.09963356309252404,0.0006574392202828464,9.419702884235127e-05,0.20130133024947813,0.12990547951359538,3.396960893260115e-05,0.006505467083487302,0.3476207285109476,0.03326052206827346,0.023405445769972968,0.0007929647318079321
77,15,1939,Horror|Action|Drama,0.13757168032606046,0.0037454601895646426,0.003285802320297514,0.03645553904224096,0.04765900999625014,0.0013560503697057312,0.13117383553508874,0.04645556460728994,0.4234939878105205,0.09952142821504148,2.6193472617901783e-06,0.02804205277691148,0.010296182102910905,0.030940787360855804
78,50,891,Mystery|Fantasy|Animation,0.002965532276050529,0.011172903320257544,0.04200535771043175,0.00841018567251355,4.033345233899638e-05,0.0933414481294048,0.04573788991731029,0.0007532182940190046,0.05536285557647369,0.2014564147855575,0.07230589861572544,0.24873178008316968,0.21373090817681029,0.003985273989936879
79,31,395,Sci-Fi|Mystery|Action-Comedy,0.011791972470058483,0.024929384848733922,0.11015800200818464,0.008650586821569616,0.0004278429271494326,0.40506385296932396,0.01977854454927566,0.025718113173120415,3.233175203177511e-05,0.0539860816641639,0.06757508839340706,0.23380163090141168,0.031103782185208772,0.006982785336360497
80,27,1628,Action-Comedy|Comedy|Mystery,0.12026001391040195,0.16601279897808602,0.22248887810184648,0.013199279656487078,0.007815773149942985,0.0197667886711411,0.03603045298477007,0.01368070750215875,0.0022793007660089903,0.001994146283252203,0.06600067325106297,0.14014784865189175,0.08141908215213178,0.10890425594081794
81,59,1343,Comedy|Fantasy|Thriller,0.08720372263627842,0.3014620991825109,0.003938168498862454,0.016101119520341226,0.004879302238948848,0.12118194677835194,0.00021165195502249762,0.021754142133934916,0.024870487569577996,0.02888428778519317,0.1300789649108417,0.011071185545966563,0.16348424574078585,0.08487867550338364
82,39,1113,Comedy|Animation|Action-Comedy,0.003545866755924913,0.25965522790001555,0.1270263294405196,0.1261811363311389,0.08723881888645652,0.010463004147748199,0.04427201543437386,0.010105087572086575,0.04877606804789418,0.14495566103603802,0.0012925912302663765,0.003359378066730635,0.11375805876187416,0.01937075638893233
83,48,1764,Documentary|Crime|Action,0.088347350388513,0.035386488393507456,0.0054359841091752995,0.3112618037122164,0.04567191868165616,1.793644057360312e-07,0.01815551144717953,0.006602914286878467,0.0012441962149411917,0.00602370193749333,0.03671682455486078,0.009088899805142835,0.011331724742363823,0.4247325023616659
84,57,1078,Sci-Fi|Crime|Romance,0.10048124219347042,0.06068601550156682,0.02824760844181952,0.24175411413784945,0.0079213428464217,0.32335116483579135,0.05460156029465524,0.10162590080176992,7.466480371591209e-05,0.010595491483511332,0.0009506133197129896,0.0004851562758758018,0.010349718808625006,0.058875406255214396
85,73,1961,Action|Comedy|Action-Comedy,0.4903712886938268,0.21636634767459997,0.12671172326287297,0.09520040583365125,0.00022512392408139905,0.0011824592296991881,0.014995523746194641,0.0035043720641080036,0.00010372099095396467,3.257386608693892e-05,0.010265421617758386,0.030125425571245857,0.010751261784886699,0.0001643517400338184
86,29,1879,Spy-Thriller|Action|Action-Comedy,0.18410900850724396,0.008009685257496416,0.1816417784016987,0.048255926320058276,0.29740760687654555,0.11820429094026348,0.01342422424949756,0.00015721183555687346,0.04353177668443728,0.010521653767265205,0.0003686195653640791,0.03068424424307531,0.043110771270137856,0.020573202081359383
87,66,1246,Comedy|Action|Sci-Fi,0.19674892792052606,0.29623262178285353,0.06008945240693457,0.030924080442947605,0.058655065799169404,0.16586324393699617,3.1756782345171074e-05,0.002626262760899514,0.021468964753389257,0.005729135042601143,4.966289392339045e-05,0.002098118371612444,0.15821859917329809,0.0012641079325034976
88,44,1188,Comedy|Horror|Animation,0.022873466511984394,0.3885826165841223,0.06864936860882632,0.00015924608611118542,0.04858508878932811,0.001719094364724095,0.07659989873185401,0.0018911160321796363,0.20209973668542522,0.09014233514014623,0.002081447577460306,0.0001762808026168762,0.0803236752945728,0.01611662879064865
89,55,1828,Mystery|Comedy|Animation,0.00340957438363662,0.2142926245703088,0.02653460967299349,0.00037518545652155276,2.297193280209336e-06,0.004052059709634644,0.002027077342509471,0.01963804251198556,0.12393207362123351,0.20372201081779884,0.10996569527558386,0.2806563131339846,0.011389806173837877,2.6301366908780487e-06
90,70,321,Action|Animation|Horror,0.2826785592375094,0.001283695722749373,0.013356529555549671,0.023154880775746046,0.09936018298543751,0.06004353821277826,0.002343114626658008,0.07244538401284667,0.1398384702680963,0.1858489174522712,0.11758912757819892,0.0012441943515066796,0.0004517243521387385,0.0003616808685134514
